image_path,class_name,labels
/kaggle/input/van-gogh-paintings/Saint Remy/Landscape with Trees and Figures.jpg,Saint Remy,7
"/kaggle/input/van-gogh-paintings/Saint Remy/Portrait of Trabuc, an Attendant at Saint-Paul Hospital.jpg",Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/Portrait of a Young Peasant.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/Meadow in the Garden of Saint-Paul Hospital.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/The Spinner.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/The Drinkers.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/The Raising of Lazarus after Rembrandt.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/Tree Trunks with Ivy 2.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/Self-Portrait 2.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/Road with Cypress and Star.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/Olive Picking 2.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/The Reaper after Millet.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/The Bedroom.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/A Meadow in the Mountains Le Mas de Saint-Paul.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/Green Wheat Fields.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/Green Wheat Field with Cypress.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Saint Remy/Wheat Field with Cypresses 2.jpg,Saint Remy,7
/kaggle/input/van-gogh-paintings/Arles/Landscape with Snow.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of the Postman Joseph Roulin 3.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Langlois Bridge at Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Courtyard of the Hospital at Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Railway Carriages.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/La Berceuse Augustine Roulin 3.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Next painting.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of Armand Roulin.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Two Thistles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Memory of the Garden at Etten.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Flowering Garden.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Les Alyscamps.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/L Arlesienne Madame Ginoux with Books.jpg,Arles,1
"/kaggle/input/van-gogh-paintings/Arles/La Mousme, Sitting.jpg",Arles,1
/kaggle/input/van-gogh-paintings/Arles/La Berceuse Augustine Roulin 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of the Postman Joseph Roulin 6.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Two Crabs.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Entrance to the Public Park in Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Ploughed Field.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Flowering Garden with Path.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Two Red Herrings.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of Madame Augustine Roulin.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Encampment of Gypsies with Caravans.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Ward in the Hospital in Arles.jpg,Arles,1
"/kaggle/input/van-gogh-paintings/Arles/Portrait of Milliet, Second Lieutenant of the Zouaves.jpg",Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Vase with Twelve Sunflowers 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Baby Marcelle Roulin 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Almond Tree in Blossom.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of a One-Eyed Man.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Vase with Fifteen Sunflowers.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Self-Portrait with Bandaged Ear.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Blossoming Almond Branch in a Glass.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/A Pair of Shoes.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Langlois Bridge at Arles with Women Washing.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Spectators in the Arena at Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Sower.jpg,Arles,1
"/kaggle/input/van-gogh-paintings/Arles/Old Woman of Arles, An.jpg",Arles,1
"/kaggle/input/van-gogh-paintings/Arles/Orchard in Blossom, Bordered by Cypresses 2.jpg",Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Poet s Garden.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Next painting 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Park at Arles with the Entrance Seen through the Trees.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Sunny Lawn in a Public Park.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Canal with Women Washing.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Seascape at Saintes-Maries 2.jpg,Arles,1
"/kaggle/input/van-gogh-paintings/Arles/Still Life with Oranges, Lemons and Blue Gloves.jpg",Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of the Postman Joseph Roulin 7.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Harvest in Provence.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Orchard with Peach Trees in Blossom.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Gleize Bridge over the Vigueirat Canal.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Vase with Zinnias.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of the Postman Joseph Roulin 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Apricot Trees in Blossom 2.jpg,Arles,1
"/kaggle/input/van-gogh-paintings/Arles/Orchard in Blossom, Bordered by Cypresses.jpg",Arles,1
/kaggle/input/van-gogh-paintings/Arles/Seascape at Saintes-Maries.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Starry Night Over the Rhone.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Tarascon Diligence.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/A Pork-Butcher s Shop Seen from a Window.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Wheat Fields with Stacks.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Orchard in Blossom with View of Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Blossoming Pear Tree.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/View of Arles with Trees in Blossom.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Snowy Landscape with Arles in the Background.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Madame Roulin Rocking the Cradle La Berceuse.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of the Postman Joseph Roulin 5.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Sower 3.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Red Vineyard.jpg,Arles,1
"/kaggle/input/van-gogh-paintings/Arles/Still Life Bottle, Lemons and Oranges.jpg",Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life French Novels.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Wheat Field with Sheaves.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of Camille Roulin 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Path Through a Field with Willows.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Peach Tree in Blossom.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Arles View from the Wheat Fields.jpg,Arles,1
"/kaggle/input/van-gogh-paintings/Arles/Still Life Drawing Board, Pipe, Onions and Sealing-Wax.jpg",Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Novel Reader.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of Armand Roulin 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Orchard in Blossom 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Avenue of Plane Trees near Arles Station.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of Patience Escalier.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Willows at Sunset.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Majolica Jug with Wildflowers.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/View of Saintes-Maries.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The White Orchard.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Orchard in Blossom.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Sower 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of Doctor Felix Rey 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Pollard Willows.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Two Lovers Fragment.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Self-Portrait with Pipe and Straw Hat.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Clumps of Grass.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Vase with Fifteen Sunflowers 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Vase with Twelve Sunflowers.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Interior of the Restaurant Carrel in Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of Eugene Boch.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of the Artist s Mother.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Interior of a Restaurant in Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Vase with Oleanders and Books.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Pink Peach Tree in Blossom Reminiscence of Mauve.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Seated Zouave.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Night Cafe in the Place Lamartine in Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life with Basket and Six Oranges.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Vase with Oleanders.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Baby Marcelle Roulin.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Street in Saintes-Maries.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Potatoes in a Yellow Dish.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Old Mill.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Two White Butterflies.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Public Park at Arles.jpg,Arles,1
"/kaggle/input/van-gogh-paintings/Arles/Still Life Blue Enamel Coffeepot, Earthenware and Fruit.jpg",Arles,1
/kaggle/input/van-gogh-paintings/Arles/Coal Barges 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Landscape Under a Stormy Sky.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of Doctor Felix Rey.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Vase with Fifteen Sunflowers 3.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Vincent s Bedroom in Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Wheat Field.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/A Pair of Leather Clogs.jpg,Arles,1
"/kaggle/input/van-gogh-paintings/Arles/Harvest at La Crau, with Montmajour in the Background.jpg",Arles,1
/kaggle/input/van-gogh-paintings/Arles/Trunk of an Old Yew Tree.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Three White Cottages in Saintes-Maries.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Paul Gauguin Man in a Red Beret.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Paul Gauguin s Armchair.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Bridge at Trinquetaille.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/La Crau with Peach Trees in Blossom.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Orchard in Blossom Plum Trees.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Langlois Bridge at Arles 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Mother Roulin with Her Baby.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/La Berceuse Augustine Roulin.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Self-Portrait with Bandaged Ear and Pipe.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Dance Hall in Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Farmhouse in Provence.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/A Lane in the Public Garden at Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Painter on His Way to Work.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Farmhouses in a Wheat Field Near Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Public Garden with Couple and Blue Fir Tree The Poet s Garden III.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Trinquetaille Bridge.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Rosebush in Blossom.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Vincent s House in Arles The Yellow House.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Brothel.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Sower Outskirts of Arles in the Background.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Red Chestnuts in the Public Park at Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Rocks with Oak Tree.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/A Field of Yellow Flowers.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Quay with Men Unloading Sand Barges.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of Camille Roulin.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Zouave Half Length.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/La Berceuse Augustine Roulin 4.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Orchard in Blossom 3.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of the Postman Joseph Roulin 4.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Farmhouse in a Wheat Field.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Wheat Field with the Alpilles Foothills in the Background.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Orchard with Blossoming Apricot Trees.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Sower 4.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Fishing Boats on the Beach at Saintes-Maries.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Green Ears of Wheat.jpg,Arles,1
"/kaggle/input/van-gogh-paintings/Arles/The Railway Bridge over Avenue Montmajour, Arles.jpg",Arles,1
/kaggle/input/van-gogh-paintings/Arles/Thistles.jpg,Arles,1
"/kaggle/input/van-gogh-paintings/Arles/Portrait of Patience Escalier, Shepherd in Provence.jpg",Arles,1
/kaggle/input/van-gogh-paintings/Arles/Haystacks in Provence.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Grass and Butterflies.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Langlois Bridge at Arles with Road Alongside the Canal.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Vincent s Chair with His Pipe.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Young Man with a Cap.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Les Alyscamps 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Three Sunflowers in a Vase.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Coal Barges.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Les Alyscamps 3.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Mother Roulin with Her Baby 2.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Girl with Ruffled Hair The Mudlark.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Les Alyscamps Falling Autumn Leaves.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of the Postman Joseph Roulin 8.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Garden Behind a House.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Bowl with Daisies.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Portrait of the Postman Joseph Roulin.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Blossoming Almond Branch in a Glass with a Book.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Self-Portrait Dedicated to Paul Gauguin.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Wheat Stacks with Reaper.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/A Lane near Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Smoker.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Bloaters on a Piece of Yellow Paper.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Still Life Vase with Five Sunflowers.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/A L Arlesienne Madame Ginoux with Gloves and Umbre.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Lovers The Poet s Garden IV.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Schoolboy Camille Roulin.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Sunset Wheat Fields Near Arles.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Baby Marcelle Roulin 3.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Apricot Trees in Blossom.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/The Green Vineyard.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/Crab on Its Back.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Arles/View of Arles with Irises in the Foreground.jpg,Arles,1
/kaggle/input/van-gogh-paintings/Villege/Three Figures near a Canal with Windmill.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Beach at Scheveningen in Calm Weather.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Two Women in the Woods.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Lying Cow 2.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Footbridge across a Ditch.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Fisherman on the Beach.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Farm with Stacks of Peat.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Lying Cow.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/View of the Sea at Scheveningen.jpg,Villege,9
"/kaggle/input/van-gogh-paintings/Villege/A Girl in the Street, Two Coaches in the Background.jpg",Villege,9
/kaggle/input/van-gogh-paintings/Villege/Cottages.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/The Sower study.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Dunes.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Two Women in the Moor.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Still Life with Beer Mug and Fruit.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Peat Boat with Two Figures.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Women Mending Nets in the Dunes.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Man Stooping with Stick or Spade.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Peasant Burning Weeds.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Farmhouses in Loosduinen near The Hague at Twilight.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Bulb Fields.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Landscape with a Church at Twilight.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Landscape with Dunes.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Dunes with Figures.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Still Life with Cabbage and Clogs.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Girl in White in the Woods.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Marshy Landscape.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/A Wind-Beaten Tree.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Girl in the Woods.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Cows in the Meadow.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Potato Digging Five Figures.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Farmhouses Among Trees.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Cluster of Old Houses with the New Church in The Hague.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Edge of a Wood.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Villege/Fisherman s Wife on the Beach.jpg,Villege,9
/kaggle/input/van-gogh-paintings/Watercolors/Landscape with Bridge across the Oise.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Woman with Folded Hands, Half-Length.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Peeling Potatoes near a Window.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman on her Deathbed.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Langlois Bridge at Arles.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Flowering Shrubs.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Entrance Hall of Saint-Paul Hospital.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Snowy Yard.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman with Kettle by the Fireplace.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Peasant Sitting by the Fireplace_Worn Out.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Bookseller Blok.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Peeling Potatoes.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Ramparts of Paris.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Two Women Talking to Each Other While Digging.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Woman at the Window, Knitting.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Four People on a Bench.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Harvest in Provence, at the Left Montmajour.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Scheveningen Woman with Wheeelbarrow.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Trees and Shrubs 2.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Sitting at the Fireside.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Haystacks near a Farm.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Digger.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Stone Bench in the Garden of the Asylum.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Public Soup Kitchen.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Shed with Sunflowers.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Bleaching Ground.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Flowering Shrubs 2.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Moulin de Blute-Fin.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Group of Farmhouses.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Heath with a Wheelbarrow.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Water Mill at Gennep.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Three Woodcutters Walking.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Mending Stockings.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Scheveningen Woman.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Corridor of Saint-Paul Asylum in Saint-Remy.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Pollard Willow.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Potato Market.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Sower.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Sewing 4.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Sewing.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Country Lane with Trees.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/People Strolling on the Beach.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Sewing 3.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Poor and Money.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Ramparts of Paris 2.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Churning Butter.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Weaver 2.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Peeling Potatoes near a Window 2.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman by the Fireplace.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Woman with Shawl, Umbrella and Basket.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Landscape with a Farm.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Barren Field.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Wheat Field with a Stack of Wheat or Hay.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Weaver Facing Right.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Man with Winnow.jpg,Watercolors,10
